NREPEATS = 1000
N_POP = 1500
replication_rate = 0.023000
mutation_rate = 0.000001
TFinal = 36500.000000
t,rep,n_mutants,n_het_mutants,mean_mutn_indiv,std_mutn_indiv
27375.000000,3,86,86,4.804667,1.856738
29200.000000,3,88,88,5.371333,1.638058
31025.000000,3,99,99,5.955333,1.679450
32850.000000,3,100,100,6.344000,1.629141
34675.000000,3,97,97,6.486667,1.531247
36500.000000,3,91,91,7.562667,1.914989
0.000000,4,0,0,0.000000,0.000000
1825.000000,4,52,52,0.451333,0.629202
3650.000000,4,46,46,0.715333,0.778054
5475.000000,4,57,57,0.860667,0.795199
7300.000000,4,71,71,1.293333,1.036664
9125.000000,4,76,76,1.534000,1.067835
10950.000000,4,76,76,2.092000,1.240657
12775.000000,4,86,86,2.677333,1.412757
14600.000000,4,109,109,3.194000,1.775706
16425.000000,4,90,90,3.552000,1.523431
18250.000000,4,89,89,3.636000,1.821460
20075.000000,4,68,68,4.018667,1.792706
21900.000000,4,102,102,4.416000,1.542897
23725.000000,4,96,96,4.794667,1.261308
25550.000000,4,90,90,5.026000,1.411850
27375.000000,4,82,82,5.616667,1.487009
29200.000000,4,85,85,6.549333,1.562432
31025.000000,4,89,89,7.571333,1.471855
32850.000000,4,108,108,8.536667,1.467228
34675.000000,4,102,102,9.294000,1.406965
36500.000000,4,87,82,9.558667,1.633096
0.000000,5,0,0,0.000000,0.000000
1825.000000,5,55,55,0.400667,0.608040
3650.000000,5,65,65,0.881333,0.853075
5475.000000,5,71,71,1.377333,1.056897
7300.000000,5,91,91,2.114000,1.219561
9125.000000,5,82,82,2.287333,1.218919
10950.000000,5,88,88,3.094000,1.904271
12775.000000,5,80,80,3.005333,1.540634
14600.000000,5,81,81,3.364000,1.718955
16425.000000,5,101,101,3.537333,1.312665
18250.000000,5,69,69,3.552000,1.150730
20075.000000,5,98,98,4.364000,1.265664
21900.000000,5,77,77,4.474000,1.305805
23725.000000,5,93,93,5.592000,1.811000
25550.000000,5,88,88,5.751333,1.716040
27375.000000,5,91,91,5.834000,1.455515
29200.000000,5,95,95,6.244000,1.456209
31025.000000,5,94,94,6.183333,1.320689
32850.000000,5,91,91,5.976000,1.179414
34675.000000,5,95,95,6.272000,0.986576
36500.000000,5,98,98,6.456000,1.130597
0.000000,6,0,0,0.000000,0.000000
1825.000000,6,61,61,0.591333,0.710395
3650.000000,6,61,61,0.920000,0.784438
5475.000000,6,83,83,1.876000,1.279211
7300.000000,6,71,71,2.677333,1.420293
9125.000000,6,82,82,3.054000,1.360999
10950.000000,6,91,91,3.524000,1.565586
12775.000000,6,87,87,3.722667,2.017705
14600.000000,6,86,86,3.976000,2.073232
16425.000000,6,84,84,4.870667,1.936777
18250.000000,6,88,88,4.646667,1.916665
20075.000000,6,76,76,4.833333,2.010701
21900.000000,6,81,81,4.822000,1.704969
23725.000000,6,72,72,5.190000,1.806675
25550.000000,6,77,77,6.631333,2.718887
27375.000000,6,102,102,6.716667,2.420529
29200.000000,6,101,101,6.963333,2.125951
31025.000000,6,103,103,7.335333,2.207744
32850.000000,6,100,100,7.274667,1.590255
34675.000000,6,100,100,7.454000,2.219422
36500.000000,6,89,88,8.783333,2.042671
0.000000,7,0,0,0.000000,0.000000
1825.000000,7,45,45,0.254667,0.498642
3650.000000,7,52,52,0.478000,0.720552
5475.000000,7,71,71,0.756000,0.810495
7300.000000,7,67,67,1.256667,0.740600
9125.000000,7,84,84,1.811333,0.881054
10950.000000,7,74,74,2.304667,0.842408
12775.000000,7,84,84,2.820667,1.136090
14600.000000,7,85,85,3.545333,2.002653
16425.000000,7,84,84,4.406000,2.859361
18250.000000,7,89,89,5.040000,2.941457
20075.000000,7,111,111,5.058667,2.583216
21900.000000,7,102,102,5.472000,2.276988
23725.000000,7,113,113,5.487333,1.874437
25550.000000,7,90,90,5.896000,1.615010
27375.000000,7,78,78,5.498667,1.182200
29200.000000,7,92,92,5.642000,1.230249
31025.000000,7,74,74,5.952000,0.939300
32850.000000,7,82,82,6.172667,1.321622
34675.000000,7,73,73,5.768000,1.494322
36500.000000,7,99,99,5.851333,1.462415
0.000000,8,0,0,0.000000,0.000000
1825.000000,8,58,58,0.408000,0.658654
3650.000000,8,59,59,0.827333,0.855184
5475.000000,8,70,70,1.123333,1.042199
7300.000000,8,65,65,1.256667,1.380843
9125.000000,8,80,80,1.222000,1.333880
10950.000000,8,77,77,1.658000,1.409383
12775.000000,8,69,69,2.534000,1.429991
14600.000000,8,88,88,2.824000,1.423508
16425.000000,8,90,90,3.902000,1.586844
18250.000000,8,85,85,4.534667,1.378186
20075.000000,8,102,102,4.753333,1.448869
21900.000000,8,108,108,5.696667,1.486650
23725.000000,8,106,106,6.521333,1.493664
25550.000000,8,112,112,6.896667,1.379102
27375.000000,8,116,116,6.972667,1.185266
29200.000000,8,116,116,7.600000,1.506047
31025.000000,8,94,94,7.753333,1.839586
32850.000000,8,101,101,8.504667,2.218391
34675.000000,8,96,96,8.950667,2.380478
36500.000000,8,101,100,9.151333,2.046922
0.000000,9,0,0,0.000000,0.000000
1825.000000,9,52,52,0.423333,0.645290
3650.000000,9,76,76,1.025333,1.121991
5475.000000,9,72,72,1.387333,1.363774
7300.000000,9,78,78,2.134000,1.353489
9125.000000,9,84,84,2.720000,1.539431
10950.000000,9,81,81,2.739333,1.168031
12775.000000,9,84,84,3.077333,1.187838
14600.000000,9,83,83,2.744000,1.342013
16425.000000,9,82,82,3.244000,1.464887
18250.000000,9,75,75,3.604667,1.857600
20075.000000,9,83,83,3.908000,2.374720
21900.000000,9,93,93,5.090667,2.511836
23725.000000,9,90,90,5.551333,2.341870
25550.000000,9,92,92,5.392000,1.414097
27375.000000,9,96,96,5.742000,1.356219
29200.000000,9,84,84,5.964667,1.305586
31025.000000,9,89,89,6.715333,1.297467
32850.000000,9,82,82,7.136000,1.500335
34675.000000,9,76,76,7.640000,1.635497
36500.000000,9,72,68,7.413333,1.582453
0.000000,10,0,0,0.000000,0.000000
1825.000000,10,48,48,0.330000,0.613203
3650.000000,10,63,63,0.884000,0.924724
5475.000000,10,65,65,1.470000,1.033027
7300.000000,10,73,73,1.875333,1.109630
9125.000000,10,85,85,2.942000,1.558286
10950.000000,10,81,81,3.782667,1.537859
12775.000000,10,99,99,4.095333,1.573922
14600.000000,10,79,79,4.780667,1.547306
16425.000000,10,78,78,4.940667,1.636337
18250.000000,10,92,92,5.047333,1.900746
20075.000000,10,92,92,5.987333,2.423033
21900.000000,10,88,88,6.943333,2.324591
23725.000000,10,84,84,7.534000,2.525819
25550.000000,10,93,93,6.381333,2.760132
27375.000000,10,100,100,6.270000,2.270213
29200.000000,10,102,102,7.539333,2.260942
31025.000000,10,106,106,7.602000,2.234635
32850.000000,10,110,110,8.108667,2.380610
34675.000000,10,98,98,8.606667,2.701263
36500.000000,10,115,115,10.412000,2.143514
0.000000,11,0,0,0.000000,0.000000
1825.000000,11,49,49,0.384000,0.617088
3650.000000,11,71,71,0.852667,0.826689
5475.000000,11,66,66,1.202000,1.006912
7300.000000,11,71,71,1.590667,1.108723
9125.000000,11,70,70,2.076000,1.216228
10950.000000,11,81,81,2.939333,1.693585
12775.000000,11,98,98,2.978667,1.391223
14600.000000,11,84,84,3.678667,1.386372
16425.000000,11,94,94,5.269333,1.556837
18250.000000,11,85,85,4.644000,1.365714
20075.000000,11,85,85,4.845333,1.115755
21900.000000,11,72,72,4.886000,0.936797
23725.000000,11,79,79,5.356667,1.444592
25550.000000,11,80,80,5.702667,1.645620
27375.000000,11,90,90,5.377333,1.241497
29200.000000,11,80,80,6.222667,1.284596
31025.000000,11,78,78,6.618667,1.524511
32850.000000,11,105,105,7.062667,1.842010
34675.000000,11,99,98,7.338667,1.837994
36500.000000,11,94,93,8.120667,1.750090
0.000000,12,0,0,0.000000,0.000000
1825.000000,12,49,49,0.332667,0.546075
3650.000000,12,65,65,0.602000,0.684038
5475.000000,12,58,58,0.968667,0.877229
7300.000000,12,66,66,1.732000,1.376992
9125.000000,12,77,77,2.459333,1.463936
10950.000000,12,85,85,2.771333,1.900909
12775.000000,12,91,91,2.717333,1.633160
14600.000000,12,86,86,3.044667,1.685793
16425.000000,12,73,73,3.029333,1.575477
18250.000000,12,70,70,3.046667,1.737383
20075.000000,12,72,72,3.737333,1.996747
21900.000000,12,80,80,5.391333,1.845118
23725.000000,12,95,95,6.224667,2.136017
25550.000000,12,107,107,6.707333,2.493289
27375.000000,12,101,101,7.275333,2.939833
29200.000000,12,115,115,7.855333,3.571401
31025.000000,12,98,98,7.813333,4.200744
32850.000000,12,103,103,7.768000,4.131693
34675.000000,12,98,98,7.530667,3.956197
36500.000000,12,94,94,6.578000,3.137272
0.000000,13,0,0,0.000000,0.000000
1825.000000,13,60,60,0.485333,0.723510
3650.000000,13,75,75,0.900667,1.012332
5475.000000,13,60,60,1.370667,0.926199
7300.000000,13,65,65,1.928667,1.147950
9125.000000,13,72,72,2.082000,1.051354
10950.000000,13,77,77,2.768000,1.162932
12775.000000,13,81,81,3.378667,1.325311
14600.000000,13,93,93,3.450000,1.062192
16425.000000,13,82,82,3.776667,0.958854
18250.000000,13,92,92,4.446000,0.888225
20075.000000,13,90,90,4.772667,1.271507
21900.000000,13,103,103,5.678667,1.205147
23725.000000,13,88,88,6.279333,1.195377
25550.000000,13,114,114,6.782667,1.306613
27375.000000,13,105,105,7.456000,1.353496
29200.000000,13,110,110,7.618667,1.631469
31025.000000,13,106,106,7.972000,1.540389
32850.000000,13,108,108,8.490667,1.329320
34675.000000,13,107,107,8.386667,1.118626
36500.000000,13,103,103,8.556667,1.066246
0.000000,14,0,0,0.000000,0.000000
1825.000000,14,49,49,0.570000,0.765173
3650.000000,14,56,56,1.041333,1.219542
5475.000000,14,76,76,1.080667,0.968221
7300.000000,14,76,76,1.793333,1.082314
9125.000000,14,77,77,2.434667,1.081902
10950.000000,14,78,78,2.859333,1.169241
12775.000000,14,99,99,3.565333,1.538173
14600.000000,14,102,102,4.432000,1.781991
16425.000000,14,102,102,5.098000,1.898807
18250.000000,14,100,100,5.394000,2.278792
20075.000000,14,111,111,5.572000,1.961134
21900.000000,14,111,111,5.864000,2.066321
23725.000000,14,102,102,5.886000,2.371938
25550.000000,14,88,88,6.157333,2.204197
27375.000000,14,90,90,7.298000,2.270822
29200.000000,14,92,92,7.185333,2.289938
31025.000000,14,103,103,7.939333,2.704415
32850.000000,14,101,101,10.488667,2.301319
34675.000000,14,114,114,10.949333,2.009011
36500.000000,14,101,101,11.443333,1.490057
0.000000,15,0,0,0.000000,0.000000
1825.000000,15,33,33,0.238000,0.479071
3650.000000,15,65,65,0.767333,0.762619
5475.000000,15,62,62,1.086000,1.039547
7300.000000,15,64,64,1.340000,1.106895
9125.000000,15,82,82,1.451333,1.293863
10950.000000,15,81,81,1.699333,1.269911
12775.000000,15,79,79,2.176667,1.721074
14600.000000,15,67,67,2.310667,1.704922
16425.000000,15,74,74,2.204667,1.794322
18250.000000,15,59,59,2.749333,1.814578
20075.000000,15,78,78,3.521333,2.163176
21900.000000,15,87,87,4.014667,2.333112
23725.000000,15,101,101,4.480000,2.138063
25550.000000,15,98,98,5.174667,2.475259
27375.000000,15,82,82,4.676000,2.098085
29200.000000,15,89,89,5.686667,2.144657
31025.000000,15,103,103,6.355333,2.459764
32850.000000,15,98,98,6.690000,2.363675
34675.000000,15,104,104,7.422667,2.345994
36500.000000,15,103,103,7.619333,2.264033
0.000000,16,0,0,0.000000,0.000000
1825.000000,16,51,51,0.410667,0.598547
3650.000000,16,71,71,0.901333,0.703274
5475.000000,16,63,63,1.441333,1.004273
7300.000000,16,67,67,2.024667,0.971264
9125.000000,16,99,99,2.375333,0.936149
10950.000000,16,85,85,2.950000,1.193503
12775.000000,16,95,95,2.910667,0.988266
14600.000000,16,88,88,3.358667,1.080186
16425.000000,16,85,85,3.695333,1.261047
18250.000000,16,85,85,4.196667,1.351742
20075.000000,16,91,91,4.379333,1.479493
21900.000000,16,82,82,4.152667,1.333121
23725.000000,16,77,77,4.138000,1.075047
25550.000000,16,77,77,3.811333,0.950969
27375.000000,16,93,93,4.628000,1.037786
29200.000000,16,84,84,5.067333,0.863692
31025.000000,16,93,93,5.546000,0.948235
32850.000000,16,92,92,6.195333,0.990201
34675.000000,16,110,110,6.351333,1.311886
36500.000000,16,96,96,6.492667,1.032791
0.000000,17,0,0,0.000000,0.000000
1825.000000,17,49,49,0.318000,0.516127
3650.000000,17,68,68,0.862667,0.715645
5475.000000,17,69,69,1.317333,0.815522
7300.000000,17,78,78,1.984667,1.004542
9125.000000,17,88,88,2.166000,1.312857
10950.000000,17,73,73,2.663333,1.632104
12775.000000,17,70,70,2.950667,1.703575
14600.000000,17,63,63,3.525333,1.836193
16425.000000,17,76,76,4.444667,2.289927
18250.000000,17,77,77,5.512000,2.150567
20075.000000,17,84,84,6.084667,1.917276
21900.000000,17,89,89,6.746000,2.082396
23725.000000,17,98,98,7.415333,2.479300
25550.000000,17,116,116,8.131333,1.832391
27375.000000,17,94,94,8.428667,1.686854
29200.000000,17,101,101,9.102667,1.947988
31025.000000,17,115,115,9.476000,2.208017
32850.000000,17,115,115,10.582667,2.052797
34675.000000,17,107,107,11.350000,2.522381
36500.000000,17,110,110,11.832667,2.263644
0.000000,18,0,0,0.000000,0.000000
1825.000000,18,61,61,0.614000,0.794203
3650.000000,18,78,78,1.114000,1.090166
5475.000000,18,71,71,1.426667,1.133201
7300.000000,18,50,50,1.913333,0.984447
9125.000000,18,57,57,2.176667,0.894794
10950.000000,18,67,67,2.707333,0.868437
12775.000000,18,76,76,3.576667,0.987643
14600.000000,18,76,76,3.876667,1.144113
16425.000000,18,70,70,4.320667,1.255477
18250.000000,18,85,85,5.398000,1.754703
20075.000000,18,85,85,5.555333,1.571597
21900.000000,18,77,77,6.165333,1.688362
23725.000000,18,100,100,6.489333,1.453947
25550.000000,18,80,80,6.649333,1.186299
27375.000000,18,95,95,6.820667,1.280208
29200.000000,18,103,103,7.552000,1.524307
31025.000000,18,108,108,8.026667,1.340828
32850.000000,18,97,97,8.308000,1.232673
34675.000000,18,92,92,8.398000,1.212398
36500.000000,18,79,79,8.633333,1.418061
0.000000,19,0,0,0.000000,0.000000
1825.000000,19,45,45,0.273333,0.535550
3650.000000,19,52,52,0.596000,0.812337
5475.000000,19,54,54,0.708667,0.930431
7300.000000,19,73,73,1.430667,1.105445
9125.000000,19,76,76,1.856000,1.177648
10950.000000,19,77,77,2.032667,1.166979
12775.000000,19,81,81,2.514667,1.523811
14600.000000,19,86,86,3.104667,1.603151
16425.000000,19,95,95,3.068667,1.313939
18250.000000,19,89,89,3.314667,1.160697
20075.000000,19,81,81,3.802667,1.310294
21900.000000,19,90,90,4.100667,1.557396
23725.000000,19,86,86,5.291333,1.474191
25550.000000,19,80,80,5.094667,1.192750
27375.000000,19,91,91,5.768000,1.230387
29200.000000,19,85,84,6.462000,1.292157
31025.000000,19,80,79,6.785333,1.355659
32850.000000,19,89,88,7.643333,1.714472
34675.000000,19,90,89,8.227333,1.251944
36500.000000,19,108,107,8.511333,1.370812
0.000000,20,0,0,0.000000,0.000000
1825.000000,20,56,56,0.332667,0.581571
3650.000000,20,68,68,0.646667,0.793037
5475.000000,20,77,77,1.010667,1.008909
7300.000000,20,86,86,1.929333,1.414805
9125.000000,20,73,73,2.130667,1.237180
10950.000000,20,87,87,2.464000,1.413991
12775.000000,20,115,115,3.180667,1.360365
14600.000000,20,106,106,3.052000,1.513547
16425.000000,20,93,93,3.520667,1.495905
18250.000000,20,93,93,3.778667,1.231810
20075.000000,20,86,86,3.959333,1.281708
21900.000000,20,89,89,4.620667,1.323861
23725.000000,20,93,93,4.892000,1.591024
25550.000000,20,82,82,5.577333,1.610926
27375.000000,20,92,92,6.381333,1.185266
29200.000000,20,95,95,7.387333,1.532385
31025.000000,20,108,108,8.143333,2.032456
32850.000000,20,87,87,8.310000,1.565738
34675.000000,20,91,91,8.866000,1.933530
36500.000000,20,96,96,9.480000,2.072791
0.000000,21,0,0,0.000000,0.000000
1825.000000,21,58,58,0.534667,0.611867
3650.000000,21,71,71,0.905333,0.894933
5475.000000,21,69,69,1.511333,1.081967
7300.000000,21,71,71,2.214000,1.081812
9125.000000,21,73,73,2.549333,0.999449
10950.000000,21,84,84,3.234667,0.964132
12775.000000,21,87,87,3.859333,1.150259
14600.000000,21,97,97,4.171333,1.231932
16425.000000,21,88,88,4.536000,1.159425
18250.000000,21,88,88,5.140000,0.967311
20075.000000,21,70,70,5.407333,0.810258
21900.000000,21,88,88,5.855333,1.020016
23725.000000,21,82,82,6.158667,1.255870
25550.000000,21,81,81,6.625333,1.376307
27375.000000,21,95,95,7.065333,1.400847
29200.000000,21,88,88,7.166667,1.192128
31025.000000,21,86,86,7.996000,1.618352
32850.000000,21,89,89,8.544000,1.673897
34675.000000,21,100,100,9.084667,1.756005
36500.000000,21,114,114,9.330667,1.855340
0.000000,22,0,0,0.000000,0.000000
1825.000000,22,64,64,0.461333,0.649707
3650.000000,22,66,66,0.862000,0.776761
5475.000000,22,64,64,0.891333,0.832659
7300.000000,22,73,73,1.078667,1.060768
9125.000000,22,66,66,1.978667,1.456809
10950.000000,22,69,69,2.522000,1.544595
12775.000000,22,75,75,2.664000,1.583912
14600.000000,22,88,88,2.620667,1.257177
16425.000000,22,90,90,3.292667,1.209403
18250.000000,22,100,100,4.006667,1.621638
20075.000000,22,99,99,4.320667,1.453472
21900.000000,22,94,94,4.840000,1.632230
23725.000000,22,80,80,5.339333,1.760185
25550.000000,22,89,89,6.630000,1.582436
27375.000000,22,104,104,6.747333,1.742465
29200.000000,22,107,107,7.360000,1.381185
31025.000000,22,117,117,7.528667,1.391810
32850.000000,22,100,100,8.128667,1.354499
34675.000000,22,115,115,8.732000,1.579189
36500.000000,22,111,111,9.128667,1.743408
0.000000,23,0,0,0.000000,0.000000
1825.000000,23,42,42,0.261333,0.536560
3650.000000,23,65,65,0.544000,0.662588
5475.000000,23,70,70,1.175333,1.003957
7300.000000,23,79,79,1.428000,0.940251
9125.000000,23,86,86,1.802000,0.926302
10950.000000,23,93,93,2.669333,1.005651
12775.000000,23,74,74,2.654667,1.148459
14600.000000,23,81,81,3.442667,1.705086
16425.000000,23,86,86,3.207333,1.731958
18250.000000,23,87,87,3.646000,1.792994
20075.000000,23,74,74,4.545333,1.879264
21900.000000,23,95,95,5.284667,2.017840
23725.000000,23,90,90,5.296667,2.417827
25550.000000,23,91,91,5.284667,2.278982
27375.000000,23,90,90,6.109333,2.372298
29200.000000,23,87,87,6.134000,2.759188
31025.000000,23,105,105,6.170667,2.663006
32850.000000,23,84,84,6.764667,2.574562
34675.000000,23,98,98,7.313333,2.404789
36500.000000,23,102,102,7.157333,2.570795
0.000000,24,0,0,0.000000,0.000000
1825.000000,24,54,54,0.432000,0.626342
3650.000000,24,59,59,0.946000,0.902382
5475.000000,24,85,85,1.710667,1.054369
7300.000000,24,77,77,1.923333,1.252664
9125.000000,24,102,102,2.160667,1.130651
10950.000000,24,89,89,2.306000,1.214364
12775.000000,24,73,73,2.178000,0.988754
14600.000000,24,80,80,2.526667,1.082930
16425.000000,24,55,55,2.582667,0.856147
18250.000000,24,74,74,2.702000,1.084118
20075.000000,24,75,75,3.089333,1.016879
21900.000000,24,73,73,3.686667,1.556311
23725.000000,24,75,75,3.607333,1.508198
25550.000000,24,81,81,4.310000,1.403524
27375.000000,24,75,75,4.902000,1.491938
29200.000000,24,78,76,5.370667,1.792414
31025.000000,24,80,78,5.542000,1.552796
32850.000000,24,75,73,5.974000,1.472448
34675.000000,24,89,87,6.634667,1.792765
36500.000000,24,76,74,7.422667,1.715220
0.000000,25,0,0,0.000000,0.000000
1825.000000,25,59,59,0.458000,0.685480
3650.000000,25,70,70,0.680000,0.872988
5475.000000,25,62,62,1.184667,1.128752
7300.000000,25,72,72,2.154000,1.348887
9125.000000,25,64,64,2.252667,1.476351
10950.000000,25,77,77,2.924000,1.522203
12775.000000,25,71,71,3.117333,1.646422
14600.000000,25,88,88,3.064667,1.934678
16425.000000,25,91,91,4.195333,2.021196
18250.000000,25,96,96,4.829333,2.157926
20075.000000,25,99,99,4.908667,1.824613
21900.000000,25,90,90,5.770667,2.415360
23725.000000,25,94,94,6.372667,2.991502
25550.000000,25,98,98,6.546667,3.021353
27375.000000,25,93,93,5.947333,2.424695
29200.000000,25,90,90,7.901333,2.614094
31025.000000,25,93,93,8.646667,2.598652
32850.000000,25,100,100,9.438667,2.745529
34675.000000,25,93,93,11.068667,1.970078
36500.000000,25,97,97,11.723333,1.882857
0.000000,26,0,0,0.000000,0.000000
1825.000000,26,54,54,0.320000,0.538324
3650.000000,26,68,68,0.739333,0.779610
5475.000000,26,55,55,0.738000,0.740532
7300.000000,26,50,50,1.157333,0.793095
9125.000000,26,54,54,1.333333,0.818944
10950.000000,26,74,74,1.860000,1.077578
12775.000000,26,79,79,2.212000,1.304936
14600.000000,26,76,76,2.582667,1.286443
16425.000000,26,83,83,3.115333,1.009312
18250.000000,26,81,81,3.858000,1.048762
20075.000000,26,85,85,4.773333,1.324308
21900.000000,26,82,82,4.977333,1.022505
23725.000000,26,91,91,5.799333,1.687888
25550.000000,26,93,93,6.902000,1.952504
27375.000000,26,107,107,6.384667,2.292641
29200.000000,26,103,103,7.095333,2.565664
31025.000000,26,114,114,7.508667,2.642205
32850.000000,26,107,107,8.511333,2.584245
34675.000000,26,97,97,8.203333,2.500565
36500.000000,26,88,88,8.248000,2.195232
0.000000,27,0,0,0.000000,0.000000
1825.000000,27,54,54,0.406667,0.712011
3650.000000,27,69,69,0.648667,0.846390
5475.000000,27,71,71,1.244000,0.985788
7300.000000,27,76,76,1.886000,1.263092
9125.000000,27,81,81,1.972000,1.282828
10950.000000,27,78,78,2.106000,1.542406
12775.000000,27,75,75,1.961333,1.316432
14600.000000,27,93,93,2.528667,1.646102
16425.000000,27,75,75,2.538000,0.952800
18250.000000,27,80,80,2.670000,0.906448
20075.000000,27,83,83,2.978000,1.060628
21900.000000,27,75,75,2.989333,1.065509
23725.000000,27,71,71,3.254000,1.220851
25550.000000,27,62,62,3.508000,0.961883
27375.000000,27,79,79,4.178000,1.196915
29200.000000,27,79,79,4.614667,0.966855
31025.000000,27,91,91,5.141333,1.249960
32850.000000,27,83,83,5.063333,1.602821
34675.000000,27,91,91,5.980000,1.924076
36500.000000,27,73,73,6.497333,2.108623
0.000000,28,0,0,0.000000,0.000000
1825.000000,28,53,53,0.441333,0.808493
3650.000000,28,66,66,0.865333,0.913467
5475.000000,28,92,92,1.644667,1.049034
7300.000000,28,80,80,2.038667,1.155016
9125.000000,28,77,77,2.826667,1.250199
10950.000000,28,99,99,3.516667,1.339248
12775.000000,28,86,86,3.730000,1.385537
14600.000000,28,71,71,4.430667,1.099393
16425.000000,28,90,90,4.963333,1.507593
18250.000000,28,98,98,5.920000,1.591002
20075.000000,28,83,83,6.128000,1.666173
21900.000000,28,82,82,5.941333,1.723912
23725.000000,28,99,99,6.380000,1.864560
25550.000000,28,81,81,6.413333,1.798327
27375.000000,28,84,84,6.936667,1.798929
29200.000000,28,99,99,7.128667,2.486544
31025.000000,28,86,86,7.463333,2.407873
32850.000000,28,106,106,7.786000,2.306169
34675.000000,28,110,110,8.566667,1.934266
36500.000000,28,86,86,8.936000,1.709343
0.000000,29,0,0,0.000000,0.000000
1825.000000,29,52,52,0.467333,0.721073
3650.000000,29,64,64,0.870000,0.963528
5475.000000,29,62,62,0.928667,0.850918
7300.000000,29,69,69,1.128000,1.016024
9125.000000,29,63,63,1.212000,1.109900
10950.000000,29,73,73,1.420667,1.194148
12775.000000,29,64,64,2.261333,1.479132
14600.000000,29,66,66,2.500667,1.612782
16425.000000,29,94,94,3.054000,1.583063
18250.000000,29,87,87,2.711333,1.512679
20075.000000,29,86,86,3.710667,2.613715
21900.000000,29,98,98,4.883333,2.939753
23725.000000,29,83,83,5.313333,3.173516
25550.000000,29,90,89,5.553333,2.982127
27375.000000,29,93,92,6.681333,3.197489
29200.000000,29,97,96,7.341333,3.426853
31025.000000,29,97,96,7.934000,3.405884
32850.000000,29,107,106,7.789333,3.284125
