alpha,beta,gamma,h,mag,mf_init,ms_init,mu,rat,wf_init,ws_init,xi
5,2.08973072492,0.000950784898418,0.301594826171,0.063095734448,18.0,94.0,0.023,0.398107170553,41.0,217.0,0.0
5,5.24916625343,0.00238826368562,0.303207088072,0.158489319246,17.0,94.0,0.023,0.398107170553,38.0,217.0,0.0
5,13.1853094887,0.00599904714678,0.307598706689,0.398107170553,16.0,96.0,0.023,0.398107170553,37.0,217.0,0.0
5,33.12,0.01506892513,0.299292356343,1.0,15.0,92.0,0.023,0.398107170553,36.0,217.0,0.0
5,83.1936786116,0.0378514285714,0.3015209111,2.51188643151,16.0,94.0,0.023,0.398107170553,36.0,217.0,0.0
5,208.973072492,0.0950784898418,0.303392829053,6.3095734448,16.0,94.0,0.023,0.398107170553,36.0,217.0,0.0
5,524.916625343,0.238826368562,0.303302508911,15.8489319246,16.0,95.0,0.023,0.398107170553,36.0,217.0,0.0
5,1318.53094887,0.599904714678,0.30359837286,39.8107170553,16.0,95.0,0.023,0.398107170553,36.0,217.0,0.0
5,3312.0,1.506892513,0.30371615842,100.0,16.0,95.0,0.023,0.398107170553,36.0,217.0,0.0
5,0.3312,0.000378514285714,0.301281890742,0.01,68.0,94.0,0.023,1.0,157.0,217.0,0.0
5,0.831936786116,0.000950784898418,0.301329237333,0.0251188643151,58.0,94.0,0.023,1.0,135.0,217.0,0.0
5,2.08973072492,0.00238826368562,0.301489852507,0.063095734448,54.0,94.0,0.023,1.0,126.0,217.0,0.0
5,5.24916625343,0.00599904714678,0.300349147213,0.158489319246,52.0,93.0,0.023,1.0,122.0,217.0,0.0
5,13.1853094887,0.01506892513,0.301914934922,0.398107170553,52.0,94.0,0.023,1.0,121.0,217.0,0.0
5,33.12,0.0378514285714,0.300643527777,1.0,51.0,93.0,0.023,1.0,120.0,217.0,0.0
5,83.1936786116,0.0950784898418,0.300643733691,2.51188643151,52.0,94.0,0.023,1.0,120.0,217.0,0.0
5,208.973072492,0.238826368562,0.301139419577,6.3095734448,52.0,94.0,0.023,1.0,120.0,217.0,0.0
5,524.916625343,0.599904714678,0.301336755682,15.8489319246,52.0,94.0,0.023,1.0,120.0,217.0,0.0
5,1318.53094887,1.506892513,0.301415316601,39.8107170553,52.0,94.0,0.023,1.0,120.0,217.0,0.0
5,3312.0,3.78514285714,0.301446592266,100.0,52.0,94.0,0.023,1.0,120.0,217.0,0.0
5,0.3312,0.000950784898418,0.300097506475,0.01,831.0,93.0,0.023,2.51188643151,1940.0,217.0,0.0
5,0.831936786116,0.00238826368562,0.300056061166,0.0251188643151,792.0,93.0,0.023,2.51188643151,1848.0,217.0,0.0
5,2.08973072492,0.00599904714678,0.300060924831,0.063095734448,776.0,93.0,0.023,2.51188643151,1811.0,217.0,0.0
5,5.24916625343,0.01506892513,0.300103219768,0.158489319246,770.0,93.0,0.023,2.51188643151,1797.0,217.0,0.0
5,13.1853094887,0.0378514285714,0.300034961108,0.398107170553,768.0,93.0,0.023,2.51188643151,1791.0,217.0,0.0
5,33.12,0.0950784898418,0.300069288128,1.0,766.0,93.0,0.023,2.51188643151,1788.0,217.0,0.0
5,83.1936786116,0.238826368562,0.300020062667,2.51188643151,766.0,93.0,0.023,2.51188643151,1787.0,217.0,0.0
5,208.973072492,0.599904714678,0.300042504713,6.3095734448,766.0,93.0,0.023,2.51188643151,1787.0,217.0,0.0
5,524.916625343,1.506892513,0.300051439052,15.8489319246,766.0,93.0,0.023,2.51188643151,1787.0,217.0,0.0
5,1318.53094887,3.78514285714,0.300054995876,39.8107170553,766.0,93.0,0.023,2.51188643151,1787.0,217.0,0.0
5,3312.0,9.50784898418,0.300056411874,100.0,766.0,93.0,0.023,2.51188643151,1787.0,217.0,0.0
5,0.3312,0.00238826368562,,0.01,,,0.023,6.3095734448,,,0.0
5,0.831936786116,0.00599904714678,,0.0251188643151,,,0.023,6.3095734448,,,0.0
5,2.08973072492,0.01506892513,,0.063095734448,,,0.023,6.3095734448,,,0.0
5,5.24916625343,0.0378514285714,,0.158489319246,,,0.023,6.3095734448,,,0.0
5,13.1853094887,0.0950784898418,,0.398107170553,,,0.023,6.3095734448,,,0.0
5,33.12,0.238826368562,,1.0,,,0.023,6.3095734448,,,0.0
5,83.1936786116,0.599904714678,,2.51188643151,,,0.023,6.3095734448,,,0.0
5,208.973072492,1.506892513,,6.3095734448,,,0.023,6.3095734448,,,0.0
5,524.916625343,3.78514285714,,15.8489319246,,,0.023,6.3095734448,,,0.0
5,1318.53094887,9.50784898418,,39.8107170553,,,0.023,6.3095734448,,,0.0
5,3312.0,23.8826368562,,100.0,,,0.023,6.3095734448,,,0.0
5,0.3312,0.00599904714678,,0.01,,,0.023,15.8489319246,,,0.0
5,0.831936786116,0.01506892513,,0.0251188643151,,,0.023,15.8489319246,,,0.0
5,2.08973072492,0.0378514285714,,0.063095734448,,,0.023,15.8489319246,,,0.0
5,5.24916625343,0.0950784898418,,0.158489319246,,,0.023,15.8489319246,,,0.0
5,13.1853094887,0.238826368562,,0.398107170553,,,0.023,15.8489319246,,,0.0
5,33.12,0.599904714678,,1.0,,,0.023,15.8489319246,,,0.0
5,83.1936786116,1.506892513,,2.51188643151,,,0.023,15.8489319246,,,0.0
5,208.973072492,3.78514285714,,6.3095734448,,,0.023,15.8489319246,,,0.0
5,524.916625343,9.50784898418,,15.8489319246,,,0.023,15.8489319246,,,0.0
5,1318.53094887,23.8826368562,,39.8107170553,,,0.023,15.8489319246,,,0.0
5,3312.0,59.9904714678,,100.0,,,0.023,15.8489319246,,,0.0
5,0.3312,0.01506892513,,0.01,,,0.023,39.8107170553,,,0.0
5,0.831936786116,0.0378514285714,,0.0251188643151,,,0.023,39.8107170553,,,0.0
5,2.08973072492,0.0950784898418,,0.063095734448,,,0.023,39.8107170553,,,0.0
5,5.24916625343,0.238826368562,,0.158489319246,,,0.023,39.8107170553,,,0.0
5,13.1853094887,0.599904714678,,0.398107170553,,,0.023,39.8107170553,,,0.0
5,33.12,1.506892513,,1.0,,,0.023,39.8107170553,,,0.0
5,83.1936786116,3.78514285714,,2.51188643151,,,0.023,39.8107170553,,,0.0
5,208.973072492,9.50784898418,,6.3095734448,,,0.023,39.8107170553,,,0.0
5,524.916625343,23.8826368562,,15.8489319246,,,0.023,39.8107170553,,,0.0
5,1318.53094887,59.9904714678,,39.8107170553,,,0.023,39.8107170553,,,0.0
5,3312.0,150.6892513,,100.0,,,0.023,39.8107170553,,,0.0
5,0.3312,0.0378514285714,,0.01,,,0.023,100.0,,,0.0
5,0.831936786116,0.0950784898418,,0.0251188643151,,,0.023,100.0,,,0.0
5,2.08973072492,0.238826368562,,0.063095734448,,,0.023,100.0,,,0.0
5,5.24916625343,0.599904714678,,0.158489319246,,,0.023,100.0,,,0.0
5,13.1853094887,1.506892513,,0.398107170553,,,0.023,100.0,,,0.0
5,33.12,3.78514285714,,1.0,,,0.023,100.0,,,0.0
5,83.1936786116,9.50784898418,,2.51188643151,,,0.023,100.0,,,0.0
5,208.973072492,23.8826368562,,6.3095734448,,,0.023,100.0,,,0.0
5,524.916625343,59.9904714678,,15.8489319246,,,0.023,100.0,,,0.0
5,1318.53094887,150.6892513,,39.8107170553,,,0.023,100.0,,,0.0
5,3312.0,378.514285714,,100.0,,,0.023,100.0,,,0.0
